acc,COND,conf,COND2,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.696969696969697,present_serial_warning,0,NA,NA,1,0.696969696969697,present_serial_warning,7.870899923550276,0.4105393882775188,7.077183084896959,8.525444497213686
0.7070707070707072,absent_sequential_no warning,0,NA,NA,1,0.7070707070707072,absent_sequential_no warning,8.073245482901932,0.26896487159107374,7.442750300599303,8.537133013309386
0.7070707070707072,absent_sequential_warning,0,NA,NA,1,0.7070707070707072,absent_sequential_warning,8.08375219535551,0.3268002857561328,7.245111143648919,8.61568207879931
0.7070707070707072,absent_serial_no warning,0,NA,NA,1,0.7070707070707072,absent_serial_no warning,8.041841530177752,0.34278813281701875,7.229584239357876,8.572477173739328
0.7070707070707072,absent_serial_warning,0,NA,NA,1,0.7070707070707072,absent_serial_warning,7.852599489740335,0.42170276006616036,7.08193677996628,8.500219700316443
0.7070707070707072,present_sequential_no warning,0,NA,NA,1,0.7070707070707072,present_sequential_no warning,8.077085589878397,0.33473835969511795,7.251885634567561,8.604941318876751
0.7070707070707072,present_sequential_warning,0,NA,NA,1,0.7070707070707072,present_sequential_warning,8.183710449740532,0.2637985562687713,7.531503470374139,8.66302442325885
0.7070707070707072,present_serial_no warning,0,NA,NA,1,0.7070707070707072,present_serial_no warning,8.012786113167783,0.341017832963485,7.232142076386376,8.555744708783411
0.7070707070707072,present_serial_warning,0,NA,NA,1,0.7070707070707072,present_serial_warning,7.875807778588221,0.41114194763895817,7.078395722326544,8.52964656457137
0.7171717171717172,absent_sequential_no warning,0,NA,NA,1,0.7171717171717172,absent_sequential_no warning,8.074477298223698,0.269601311829166,7.441249882200865,8.539575282505648
0.7171717171717172,absent_sequential_warning,0,NA,NA,1,0.7171717171717172,absent_sequential_warning,8.084151894652972,0.32804210015750007,7.242274808371424,8.616855413847128
0.7171717171717172,absent_serial_no warning,0,NA,NA,1,0.7171717171717172,absent_serial_no warning,8.04319090586457,0.3432168344779477,7.22923786183431,8.574619595206762
0.7171717171717172,absent_serial_warning,0,NA,NA,1,0.7171717171717172,absent_serial_warning,7.854194158698611,0.4230433736304548,7.080881051943051,8.502619936989154
0.7171717171717172,present_sequential_no warning,0,NA,NA,1,0.7171717171717172,present_sequential_no warning,8.077530236107599,0.33524824590288727,7.249821741362297,8.606514693494539
0.7171717171717172,present_sequential_warning,0,NA,NA,1,0.7171717171717172,present_sequential_warning,8.184130982377216,0.2638442339097551,7.531501219240285,8.665506229288834
0.7171717171717172,present_serial_no warning,0,NA,NA,1,0.7171717171717172,present_serial_no warning,8.013820894568635,0.34157289825877873,7.231795704670026,8.556958935516942
0.7171717171717172,present_serial_warning,0,NA,NA,1,0.7171717171717172,present_serial_warning,7.881592127085719,0.41127563882657614,7.079488388005665,8.532753845747672
0.7272727272727273,absent_sequential_no warning,0,NA,NA,1,0.7272727272727273,absent_sequential_no warning,8.075669977554497,0.2705670963827852,7.438778751345064,8.542048416461018
0.7272727272727273,absent_sequential_warning,0,NA,NA,1,0.7272727272727273,absent_sequential_warning,8.085013958878005,0.3290567933634961,7.239132682989815,8.618711556807542
0.7272727272727273,absent_serial_no warning,0,NA,NA,1,0.7272727272727273,absent_serial_no warning,8.04511591983724,0.34303680581117113,7.2284446443895565,8.576992054039694
0.7272727272727273,absent_serial_warning,0,NA,NA,1,0.7272727272727273,absent_serial_warning,7.855035650664746,0.4240805061873219,7.0805335324930265,8.505150151216583
0.7272727272727273,present_sequential_no warning,0,NA,NA,1,0.7272727272727273,present_sequential_no warning,8.077858471341784,0.33612610578289276,7.247512969996105,8.607261818642941
0.7272727272727273,present_sequential_warning,0,NA,NA,1,0.7272727272727273,present_sequential_warning,8.184976320917315,0.2637740961059731,7.531073721068641,8.667057857710473
0.7272727272727273,present_serial_no warning,0,NA,NA,1,0.7272727272727273,present_serial_no warning,8.015622317980622,0.34211495755882015,7.230867297641707,8.558472807783
0.7272727272727273,present_serial_warning,0,NA,NA,1,0.7272727272727273,present_serial_warning,7.88706300071022,0.4107874755598087,7.080475561831325,8.537779032459065
0.7373737373737375,absent_sequential_no warning,0,NA,NA,1,0.7373737373737375,absent_sequential_no warning,8.07693845449652,0.2711248093143094,7.43735091537692,8.54432434925211
0.7373737373737375,absent_sequential_warning,0,NA,NA,1,0.7373737373737375,absent_sequential_warning,8.085742431914769,0.3295506939926621,7.235756979372782,8.62055459289552
0.7373737373737375,absent_serial_no warning,0,NA,NA,1,0.7373737373737375,absent_serial_no warning,8.04624314679537,0.34366033082077824,7.226972599650525,8.57941561583614
0.7373737373737375,absent_serial_warning,0,NA,NA,1,0.7373737373737375,absent_serial_warning,7.856720440586428,0.42602946715246287,7.078563901003288,8.508664486223807
0.7373737373737375,present_sequential_no warning,0,NA,NA,1,0.7373737373737375,present_sequential_no warning,8.078442657975522,0.3364255415947803,7.245152343012454,8.608560883604085
0.7373737373737375,present_sequential_warning,0,NA,NA,1,0.7373737373737375,present_sequential_warning,8.185775287017677,0.2637961943437976,7.530506746045028,8.668437598219944
0.7373737373737375,present_serial_no warning,0,NA,NA,1,0.7373737373737375,present_serial_no warning,8.017659390199308,0.34201600785522385,7.231156958252159,8.559195392032908
0.7373737373737375,present_serial_warning,0,NA,NA,1,0.7373737373737375,present_serial_warning,7.892156269082658,0.4108257037489098,7.0808220957052415,8.541536293428083
0.7474747474747475,absent_sequential_no warning,0,NA,NA,1,0.7474747474747475,absent_sequential_no warning,8.078039089882882,0.2716238502555635,7.435195463634587,8.546925977358157
0.7474747474747475,absent_sequential_warning,0,NA,NA,1,0.7474747474747475,absent_sequential_warning,8.086790787565816,0.33050110530930166,7.232721624822589,8.621415275865195
0.7474747474747475,absent_serial_no warning,0,NA,NA,1,0.7474747474747475,absent_serial_no warning,8.047599817408086,0.3439026622092649,7.226367739671266,8.581720241813938
0.7474747474747475,absent_serial_warning,0,NA,NA,1,0.7474747474747475,absent_serial_warning,7.857576293471368,0.4270027489153893,7.07779710395684,8.510043576823684
0.7474747474747475,present_sequential_no warning,0,NA,NA,1,0.7474747474747475,present_sequential_no warning,8.078765466240801,0.336781288599101,7.242921690711485,8.60941301655066
0.7474747474747475,present_sequential_warning,0,NA,NA,1,0.7474747474747475,present_sequential_warning,8.186671016095296,0.26361534750082166,7.5312671230223724,8.669741738787618
0.7474747474747475,present_serial_no warning,0,NA,NA,1,0.7474747474747475,present_serial_no warning,8.018619349353237,0.34190022798969216,7.229889924047597,8.562429830893251
0.7474747474747475,present_serial_warning,0,NA,NA,1,0.7474747474747475,present_serial_warning,7.897066109258529,0.41080959752523,7.082715065037366,8.545479177252878
0.7575757575757577,absent_sequential_no warning,0,NA,NA,1,0.7575757575757577,absent_sequential_no warning,8.078972892237935,0.2722850637964621,7.43392482720935,8.54937920070917
0.7575757575757577,absent_sequential_warning,0,NA,NA,1,0.7575757575757577,absent_sequential_warning,8.08786299852338,0.3311926868814206,7.2296472771767615,8.62257888801715
0.7575757575757577,absent_serial_no warning,0,NA,NA,1,0.7575757575757577,absent_serial_no warning,8.04881911812383,0.34380601560822105,7.224728144227707,8.584418008599078
